order_id,product_id,quantity,unit_price,line_total
4736,3,4,9.780000000000000000,39.120000000000000000
4736,4,1,6.060000000000000000,6.060000000000000000
4736,14,4,3.970000000000000000,15.880000000000000000
4736,25,5,8.140000000000000000,40.700000000000000000
4736,33,1,7.550000000000000000,7.550000000000000000
7952,1,3,0.690000000000000000,2.070000000000000000
21521,21,5,8.530000000000000000,42.650000000000000000
21521,22,5,5.960000000000000000,29.800000000000000000
21521,24,3,5.610000000000000000,16.830000000000000000
21521,28,2,8.710000000000000000,17.420000000000000000
21687,11,4,6.860000000000000000,27.440000000000000000
34863,20,1,3.080000000000000000,3.080000000000000000
45562,12,4,6.560000000000000000,26.240000000000000000
45562,22,2,5.960000000000000000,11.920000000000000000
61549,7,5,8.220000000000000000,41.100000000000000000
61549,26,1,8.170000000000000000,8.170000000000000000
67906,15,3,3.010000000000000000,9.030000000000000000
72827,23,4,2.010000000000000000,8.040000000000000000
75484,3,5,9.780000000000000000,48.900000000000000000
75484,13,2,3.390000000000000000,6.780000000000000000
75484,16,4,1.810000000000000000,7.240000000000000000
75484,25,2,8.140000000000000000,16.280000000000000000
75484,33,3,7.550000000000000000,22.650000000000000000
77392,5,5,8.230000000000000000,41.150000000000000000
77392,32,3,2.250000000000000000,6.750000000000000000
89993,2,2,9.170000000000000000,18.340000000000000000
89993,3,1,9.780000000000000000,9.780000000000000000
89993,12,3,6.560000000000000000,19.680000000000000000
98448,2,2,9.170000000000000000,18.340000000000000000
98448,15,5,3.010000000000000000,15.050000000000000000
98448,19,2,7.100000000000000000,14.200000000000000000
100893,1,3,0.690000000000000000,2.070000000000000000
120515,1,4,0.690000000000000000,2.760000000000000000
120515,13,4,3.390000000000000000,13.560000000000000000
120515,20,2,3.080000000000000000,6.160000000000000000
120515,23,4,2.010000000000000000,8.040000000000000000
130843,30,1,6.240000000000000000,6.240000000000000000
133641,14,3,3.970000000000000000,11.910000000000000000
136453,1,1,0.690000000000000000,0.690000000000000000
136453,2,1,9.170000000000000000,9.170000000000000000
136453,14,1,3.970000000000000000,3.970000000000000000
140639,8,5,7.740000000000000000,38.700000000000000000
140639,13,5,3.390000000000000000,16.950000000000000000
140639,29,1,8.560000000000000000,8.560000000000000000
140639,36,3,6.760000000000000000,20.280000000000000000
165094,35,2,5.430000000000000000,10.860000000000000000
172940,20,4,3.080000000000000000,12.320000000000000000
184396,8,2,7.740000000000000000,15.480000000000000000
189825,7,3,8.220000000000000000,24.660000000000000000
189825,18,2,7.220000000000000000,14.440000000000000000
189825,33,4,7.550000000000000000,30.200000000000000000
196050,1,1,0.690000000000000000,0.690000000000000000
196050,12,3,6.560000000000000000,19.680000000000000000
196050,27,5,0.790000000000000000,3.950000000000000000
225363,14,3,3.970000000000000000,11.910000000000000000
225363,17,2,3.140000000000000000,6.280000000000000000
225363,18,1,7.220000000000000000,7.220000000000000000
225363,22,5,5.960000000000000000,29.800000000000000000
229769,12,3,6.560000000000000000,19.680000000000000000
229769,20,1,3.080000000000000000,3.080000000000000000
279437,5,1,8.230000000000000000,8.230000000000000000
279437,14,5,3.970000000000000000,19.850000000000000000
279437,27,5,0.790000000000000000,3.950000000000000000
279437,28,4,8.710000000000000000,34.840000000000000000
283625,34,2,5.880000000000000000,11.760000000000000000
302867,6,5,1.850000000000000000,9.250000000000000000
302867,7,1,8.220000000000000000,8.220000000000000000
302867,33,5,7.550000000000000000,37.750000000000000000
322670,4,3,6.060000000000000000,18.180000000000000000
322670,7,1,8.220000000000000000,8.220000000000000000
327737,4,1,6.060000000000000000,6.060000000000000000
338002,16,1,1.810000000000000000,1.810000000000000000
338002,25,5,8.140000000000000000,40.700000000000000000
338002,28,5,8.710000000000000000,43.550000000000000000
343451,3,4,9.780000000000000000,39.120000000000000000
343451,33,1,7.550000000000000000,7.550000000000000000
345879,8,2,7.740000000000000000,15.480000000000000000
345879,9,5,5.970000000000000000,29.850000000000000000
345879,13,1,3.390000000000000000,3.390000000000000000
345879,30,1,6.240000000000000000,6.240000000000000000
358219,19,4,7.100000000000000000,28.400000000000000000
373624,4,3,6.060000000000000000,18.180000000000000000
379114,11,4,6.860000000000000000,27.440000000000000000
379114,36,3,6.760000000000000000,20.280000000000000000
395196,2,1,9.170000000000000000,9.170000000000000000
395196,13,4,3.390000000000000000,13.560000000000000000
395196,15,2,3.010000000000000000,6.020000000000000000
395196,20,1,3.080000000000000000,3.080000000000000000
395881,35,5,5.430000000000000000,27.150000000000000000
400699,2,3,9.170000000000000000,27.510000000000000000
400699,8,4,7.740000000000000000,30.960000000000000000
403542,4,5,6.060000000000000000,30.300000000000000000
403542,17,2,3.140000000000000000,6.280000000000000000
403542,22,2,5.960000000000000000,11.920000000000000000
403542,27,2,0.790000000000000000,1.580000000000000000
403542,33,2,7.550000000000000000,15.100000000000000000
406867,2,1,9.170000000000000000,9.170000000000000000
406867,19,5,7.100000000000000000,35.500000000000000000
406867,36,4,6.760000000000000000,27.040000000000000000
428652,3,3,9.780000000000000000,29.340000000000000000
428652,19,5,7.100000000000000000,35.500000000000000000
428652,30,2,6.240000000000000000,12.480000000000000000
432701,7,3,8.220000000000000000,24.660000000000000000
432701,33,2,7.550000000000000000,15.100000000000000000
435641,2,1,9.170000000000000000,9.170000000000000000
435641,16,1,1.810000000000000000,1.810000000000000000
435641,30,1,6.240000000000000000,6.240000000000000000
440166,2,3,9.170000000000000000,27.510000000000000000
